44,17,4
44,21,5
44,40,2
44,45,2
44,47,3
44,51,1
44,54,5
45,2,2
45,6,4
45,10,4
45,16,4
45,32,5
45,39,3
45,46,3
45,51,4
45,53,3
46,2,5
46,4,1
46,8,3
46,22,2
46,40,3
46,45,5
46,48,5
46,50,5
46,63,5
47,2,1
47,5,5
47,13,5
47,30,2
47,32,2
47,33,5
47,38,3
47,45,3
47,55,2
47,62,5
48,2,1
48,3,1
48,4,3
48,8,5
48,17,4
48,19,4
48,35,3
48,40,5
48,50,1
48,56,4
49,6,4
49,10,4
49,11,2
49,14,5
49,16,2
49,18,3
49,24,3
49,25,1
49,57,2
49,60,4
50,7,1
50,18,3
50,21,1
50,24,1
50,37,2
50,40,5
50,49,1
50,56,2
50,57,2
50,60,5
51,6,1
51,26,4
51,28,4
51,29,1
51,43,1
51,51,3
51,52,5
51,57,3
52,9,3
52,14,5
52,18,3
52,19,2
52,20,5
52,24,3
52,48,2
52,53,2
52,60,5
53,3,5
53,8,1
53,17,2
53,23,1
53,42,5
53,48,1
53,54,3
53,62,2
54,3,3
54,8,1
54,11,3
54,12,5
54,22,3
54,39,3
54,44,3
54,45,3
54,46,4
54,56,5
55,6,3
55,17,2
55,22,5
55,28,4
55,29,5
55,32,1
55,41,4
55,45,4
56,2,3
56,7,5
56,11,3
56,13,4
56,14,1
56,30,5
56,32,1
56,41,4
56,48,1
56,51,1
57,15,3
57,19,3
57,21,4
57,28,1
57,31,3
57,36,4
57,52,1
57,58,5
57,63,4
58,15,1
58,21,4
58,22,3
58,36,5
58,44,4
58,47,3
58,48,2
58,56,3
58,58,1
58,59,5
59,4,5
59,8,4
59,11,1
59,19,5
59,26,4
59,44,1
59,51,5
59,61,1
60,5,1
60,22,1
60,27,5
60,30,5
60,49,5
60,50,5
60,53,5
60,55,3
60,62,2
61,6,4
61,21,5
61,23,5
61,30,3
61,39,3
61,40,3
61,46,1
61,48,2
61,59,2
62,2,2
62,17,3
62,18,4
62,24,2
62,30,5
62,35,3
62,38,4
62,39,1
62,54,3
62,55,5
63,3,2
63,12,1
63,15,5
63,18,1
63,23,4
63,24,5
63,41,1
63,57,5
63,62,3
64,3,3
64,10,1
64,14,4
64,20,2
64,22,5
64,24,3
64,32,2
64,48,3
64,63,5
65,8,2
65,19,5
65,22,2
65,31,4
65,33,1
65,37,4
65,42,2
65,51,3
65,59,1
65,62,4
66,4,3
66,6,4
66,19,3
66,23,4
66,26,5
66,30,1
66,41,3
66,42,2
66,61,1
67,3,2
67,4,5
67,7,2
67,9,4
67,11,2
67,35,5
67,47,1
67,50,4
67,56,5
67,62,3
68,7,4
68,12,3
68,25,4
68,27,4
68,28,2
68,41,4
68,43,4
68,50,5
68,54,4
68,59,4
69,2,4
69,9,1
69,15,1
69,20,1
69,21,4
69,39,5
69,51,5
69,52,5
69,58,3
69,60,2
70,3,1
70,4,1
70,16,1
70,19,1
70,33,2
70,37,2
70,44,3
70,47,2
70,54,3
70,60,4
71,7,4
71,19,1
71,21,4
71,22,3
71,26,2
71,30,4
71,32,5
71,44,2
71,48,2
71,49,1
72,2,2
72,23,3
72,25,2
72,26,1
72,27,4
72,43,4
72,49,2
72,59,4
72,61,4
72,62,5
73,4,4
73,8,5
73,9,3
73,13,2
73,17,4
73,43,5
73,45,5
73,47,4
73,50,4
73,61,2
74,7,4
74,19,5
74,25,1
74,37,3
74,38,3
74,42,5
74,45,3
74,50,2
74,59,4
75,8,4
75,14,3
75,19,4
75,25,1
75,39,4
75,42,5
75,44,3
75,48,4
75,57,3
75,60,1
76,5,2
76,16,3
76,21,1
76,23,4
76,26,5
76,33,2
76,45,3
76,48,3
77,7,1
77,10,1
77,14,2
77,28,3
77,31,5
77,37,4
77,38,5
77,52,4
77,61,4
78,6,2
78,9,1
78,22,2
78,25,3
78,30,4
78,37,3
78,41,1
78,43,5
78,44,3
78,60,2
79,3,2
79,4,5
79,11,2
79,16,2
79,19,4
79,41,1
79,47,1
79,48,3
79,60,2
79,63,5
80,9,3
80,16,3
80,20,5
80,30,3
80,33,5
80,39,5
80,50,5
80,60,5
80,61,2
80,63,5
81,10,4
81,20,1
81,32,1
81,41,4
81,44,4
81,47,5
81,48,1
81,55,3
81,61,2
81,63,4
82,17,1
82,21,5
82,27,2
82,45,5
82,57,5
82,59,5
82,61,3
82,62,4
83,4,3
83,11,5
83,16,1
83,26,2
83,27,1
83,30,4
83,44,5
83,46,3
83,50,2
83,57,1
84,12,5
84,14,1
84,18,4
84,19,2
84,20,4
84,38,2
84,55,2
84,56,2
84,60,5
85,5,1
85,7,2
85,18,5
85,21,4
85,23,1
85,26,5
85,32,2
85,33,5
85,35,2
85,57,1
86,19,5
86,22,3
86,26,5
86,30,5
86,32,5
86,41,3
86,45,2
86,48,3
86,57,1
87,2,2
87,4,5
87,10,3
87,13,4
87,23,3
87,40,5
87,49,5
87,58,2
87,60,4
88,16,1
88,18,3
88,26,2
88,35,2
88,38,4
88,42,1
88,45,4
88,46,5
88,47,4
88,63,2
89,7,3
89,11,1
89,17,2
89,32,1
89,34,3
89,37,3
89,47,2
89,58,5
89,60,5
89,62,5
90,6,1
90,8,3
90,10,5
90,17,3
90,27,3
90,41,5
90,43,1
90,46,3
90,58,5
90,60,3
91,7,2
91,10,5
91,12,3
91,20,3
91,41,5
91,42,4
91,50,4
91,51,2
91,55,2
91,57,5
92,15,3
92,18,3
92,22,3
92,24,2
92,38,2
92,42,1
92,43,1
92,44,5
92,59,1
93,12,2
93,32,4
93,33,2
93,44,3
93,48,1
93,50,2
93,55,2
93,62,4
93,63,3
94,2,4
94,9,3
94,29,4
94,32,3
94,35,5
94,42,3
94,46,1
94,48,2
95,9,4
95,14,3
95,15,1
95,20,1
95,24,3
95,27,5
95,37,3
95,38,3
95,43,2
95,60,5
96,5,3
96,6,5
96,15,2
96,16,5
96,20,2
96,36,3
96,38,4
96,51,3
96,56,5
97,23,1
97,25,1
97,28,1
97,36,5
97,51,2
97,54,1
97,58,5
97,59,4
97,60,3
97,63,5
98,7,5
98,21,4
98,24,5
98,26,4
98,27,5
98,37,2
98,47,4
98,53,5
98,56,4
98,61,3
99,13,2
99,16,2
99,20,5
99,22,3
99,24,1
99,54,2
99,57,2
99,63,3
100,17,2
100,21,4
100,25,2
100,34,4
100,36,3
100,42,1
100,43,3
100,47,4
100,48,3
